Counts per 10 Seconds,Time
3,2025-04-04 16:08:39.486268
2,2025-04-04 16:08:49.496607
1,2025-04-04 16:08:59.506925
4,2025-04-04 16:09:09.517234
3,2025-04-04 16:09:19.527536
2,2025-04-04 16:09:29.537858
0,2025-04-04 16:09:39.548179
2,2025-04-04 16:09:49.558491
2,2025-04-04 16:09:59.568808
1,2025-04-04 16:10:09.579083
2,2025-04-04 16:10:19.589415
0,2025-04-04 16:10:29.599737
