Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1746228317.43,0,0,37.5,1.0,2.0,3.0,22.1423046875,48.833818789932224,1006.673946913666,54.8945597398028,283474.0
1746228319.34,0,0,37.5,1.0,2.0,3.0,20.66310546875,64.08860995895446,1007.5938128404958,47.19861915439928,10757.5
1746228321.4,0,0,26.0,1.0,2.0,2.0,19.53927734375,63.44279105013048,1008.3468397157174,40.902434020467055,22650.0
1746228323.32,0,0,33.0,1.0,2.0,2.0,19.53927734375,63.44279105013048,1008.3468397157174,40.902434020467055,22650.0
1746228325.45,0,0,27.0,1.0,2.0,2.0,18.9579296875,62.93539936355559,1008.764123886147,37.41512355696973,35583.0
1746228327.35,0,0,26.0,1.0,2.0,2.0,18.6628125,62.59437392734651,1009.0053991985102,35.39929610185208,48502.5
1746228329.39,0,0,26.0,1.0,2.0,2.0,18.52189453125,62.179268978529585,1009.1450308913252,34.232869545349544,60944.5
1746228331.35,0,0,27.5,1.0,2.0,2.0,18.465449218750003,61.86746482066512,1009.2355778544611,33.47654879016984,72137.5
1746228333.38,0,0,31.0,1.0,2.0,2.0,18.456074218749997,61.50164391913834,1009.305054651101,32.896260860652816,82283.5
1746228335.35,0,0,26.0,1.0,2.0,2.0,18.45919921875,61.08681283975185,1009.3762396019771,32.30173872261406,92744.0
1746228337.44,0,0,32.5,1.0,2.0,2.0,18.44865234375,60.69654395914071,1009.4141755994199,31.98491846611199,103954.0
1746228339.35,0,0,32.5,1.0,2.0,2.0,18.44298828125,60.42310278720806,1009.3991855259247,32.110105767851415,112769.5
1746228341.36,0,0,20.0,1.0,2.0,2.0,18.450800781250003,60.219151087940475,1009.389304762562,32.19262417265111,121054.5
1746228343.48,0,0,24.0,1.0,2.0,2.0,18.46876953125,60.106408641803625,1009.3913427789594,32.17560375741225,128254.0
1746228345.36,0,0,22.5,1.0,2.0,2.0,18.48263671875,59.94199002534647,1009.3903966548494,32.18350530081386,135969.0
1746228347.39,0,0,23.0,1.0,2.0,2.0,18.50490234375,59.76608755796221,1009.3864907666582,32.21612517354122,142939.5
1746228349.33,0,0,23.0,1.0,2.0,2.0,18.531953125,59.62610765584297,1009.3715994375659,32.34049060542861,146179.5
1746228351.38,0,0,22.0,0.5,1.5,2.0,18.56623046875,59.605308475201554,1009.3297813239528,32.68974544294012,149326.5
1746228353.34,0,0,24.5,0.5,1.5,2.0,18.6048046875,59.8214983162606,1009.2676859119416,33.20836879231384,147893.5
1746228355.38,0,0,16.5,0.0,1.0,2.0,18.64201171875,60.17857793511344,1009.2731141973874,33.163030553050845,148448.0
1746228357.33,0,0,16.5,0.0,1.0,2.0,18.68185546875,60.620125553580394,1009.3000132683248,32.938365143472424,150340.0
1746228359.38,0,0,22.0,0.0,2.0,2.0,18.734882812499997,61.07742059280221,1009.3028358383809,32.91479084966238,151499.5
1746228361.43,0,0,18.5,0.0,2.0,2.0,18.783710937499997,61.551327863789425,1009.2822704010649,33.0865562625895,153271.5
1746228363.34,0,0,20.0,0.0,2.0,2.5,18.783710937499997,61.551327863789425,1009.2822704010649,33.0865562625895,153271.5
1746228365.35,0,0,21.5,0.0,2.0,2.5,18.82755859375,61.93842583416583,1009.2512735558553,33.34544986330377,156319.5
1746228367.36,0,0,21.5,0.0,2.0,3.0,18.874628906250003,62.17791330429776,1009.2385571528046,33.45166269013785,159495.0
1746228369.35,0,0,22.5,0.0,2.0,3.0,18.921894531249997,62.346505814274295,1009.2320722757204,33.505827548938896,161752.0
1746228371.38,0,0,19.5,0.0,1.0,2.0,18.96447265625,62.50162225254077,1009.2367483526097,33.46677062949988,163479.5
1746228373.35,0,0,16.0,0.0,1.0,2.0,19.00421875,62.60458124516789,1009.228864890302,33.532617295589326,165924.5
1746228375.42,0,0,20.5,0.0,1.0,1.5,19.04787109375,62.67248786384123,1009.2295069422551,33.52725453761535,168052.0
1746228377.33,0,0,20.5,0.0,1.0,1.5,19.091425781250003,62.73067686572095,1009.2350286074952,33.481134769669865,169259.0
1746228379.4,0,0,20.5,0.0,1.0,1.0,19.13673828125,62.779409991007434,1009.2292884165824,33.529080069052824,170321.0
1746228381.37,0,0,18.5,0.0,1.0,1.0,19.183222656250003,62.97447582350049,1009.2070397339583,33.714914347482264,170400.0
1746228383.38,0,0,22.5,0.0,1.0,1.0,19.2282421875,63.21505583724058,1009.1830544348319,33.91525776397357,172057.0
1746228385.38,0,0,17.5,0.0,1.0,1.0,19.26798828125,63.422609446664794,1009.1784915787339,33.95337056352797,172813.5
1746228387.37,0,0,17.5,0.0,1.0,1.0,19.30939453125,63.58175119280648,1009.1818911140053,33.924974724121,174778.5
1746228389.35,0,0,23.0,0.0,1.0,1.0,19.350214843750003,63.69202828474704,1009.1842566531133,33.90521576890802,176171.5
1746228391.38,0,0,20.5,0.0,1.0,1.0,19.39142578125,63.75676798221707,1009.1754896029158,33.97844571322902,177318.0
1746228393.35,0,0,20.0,0.0,1.0,1.0,19.43185546875,63.79205521749468,1009.1813739731256,33.9292943444252,178662.0
1746228395.42,0,0,22.5,0.0,1.0,1.0,19.4696484375,63.78455149557739,1009.1758824493367,33.97516430643637,179843.5
1746228397.35,0,0,22.5,0.0,1.0,1.0,19.50353515625,63.753640719510024,1009.1795708110026,33.94435587559809,180394.0
1746228399.39,0,0,17.0,0.0,1.0,1.0,19.540644531250003,63.69711521326761,1009.1779315482946,33.95804843240709,187851.0
