Time,PM1.0,PM2.5,PM10,Temp,Gas,Humidity,Pressure,Altitude
2025-02-21 15:30:19.070118,0,0,0,33.41359375,96374,100,647.0894081200802,3626.0679569594226
2025-02-21 15:30:20.082521,0,0,0,23.638203125,30100,37.95717746413738,1009.992403724447,27.15708620418292
2025-02-21 15:30:21.093550,1,1,1,23.675703125,52335,37.92030877703287,1009.998479778643,27.106366950095683
2025-02-21 15:30:22.104757,1,2,2,23.721796875,71492,37.83783650384756,1009.9919375387966,27.1609776524284
2025-02-21 15:30:23.116001,1,2,2,23.7649609375,87508,37.77832943221846,1009.9889101802919,27.186248326114065
2025-02-21 15:30:24.128688,0,1,1,23.801875,98916,37.68917692285201,1009.9939649715477,27.144053826729245
2025-02-21 15:30:25.141440,0,1,1,23.834296875,109507,37.60541292157943,1009.9947528480006,27.137477101209356
2025-02-21 15:30:26.154191,0,1,1,23.862421875,118754,37.51545255005829,1009.9933150728706,27.149478798710092
2025-02-21 15:30:27.166861,0,1,1,23.886640625,126310,37.42514241770581,1009.9937330426795,27.145989832210347
2025-02-21 15:30:28.180528,0,1,1,23.907734375,131119,37.34035603014077,1009.9956362726687,27.130102800778026
2025-02-21 15:30:29.192674,0,1,1,23.924921875,136309,37.26679754566437,1009.9959848088785,27.127193430521736
2025-02-21 15:30:30.205452,0,1,1,23.9399609375,140977,37.17569240094084,1009.994368863736,27.140682373679066
2025-02-21 15:30:31.218432,0,1,1,23.9532421875,143739,37.1307366169237,1009.9914559598216,27.164997596779486
2025-02-21 15:30:32.231761,0,1,1,23.96515625,147638,37.06252145019103,1009.9913267423175,27.166076230459943
2025-02-21 15:30:33.244559,0,1,1,23.975703125,149336,36.99997763023676,1009.9905683385139,27.172406953088526
2025-02-21 15:30:34.257232,1,2,2,23.985078125,152715,36.96045551695732,1009.9895145084514,27.18120373211682
2025-02-21 15:30:35.269997,1,2,2,23.99328125,154959,36.90349247259889,1009.9813387203317,27.249450852866875
2025-02-21 15:30:36.282797,1,2,2,24.00109375,158154,36.86383663287273,1009.9844420822541,27.223545589253078
2025-02-21 15:30:37.295560,0,2,2,24.007734375,160104,36.82407315166329,1009.9838370426041,27.228596142922036
2025-02-21 15:30:38.308364,0,2,2,24.013984375,162729,36.790053292498385,1009.9859780786282,27.21072390813035
2025-02-21 15:30:39.326308,0,2,2,24.0190625,163043,36.76169567276672,1009.9895309789862,27.18106624532127
2025-02-21 15:30:40.338952,0,1,1,24.02453125,164956,36.744924551601855,1009.9920442278401,27.160087073856317
2025-02-21 15:30:41.351706,0,0,0,24.0301953125,164956,36.69355194784605,1009.9931841974493,27.150571270102184
2025-02-21 15:30:42.364501,0,0,0,24.0344921875,167411,36.67090180178097,1009.9919890166217,27.160547945242985
2025-02-21 15:30:43.377150,0,0,0,24.03859375,167910,36.648235278699204,1009.9887533770896,27.18755723208519
2025-02-21 15:30:44.389811,0,1,1,24.0425,168413,36.62555240596865,1009.9903044436594,27.174609797807825
2025-02-21 15:30:45.402683,0,1,1,24.046796875,170973,36.60291138331791,1009.9925226022781,27.15609388101764
2025-02-21 15:30:46.415415,0,1,1,24.0503125,172723,36.580195866099125,1009.9865791563819,27.2057064348998
2025-02-21 15:30:47.428124,0,1,1,24.0544140625,172900,36.574837234462045,1009.993584085857,27.147233236151912
2025-02-21 15:30:48.440742,0,1,1,24.058125,172723,36.534851599942286,1009.9930945366818,27.15131970576661
2025-02-21 15:30:49.452748,0,1,1,24.0610546875,173969,36.51785066434973,1009.9929775050649,27.152296617355507
2025-02-21 15:30:50.465445,0,1,1,24.0630078125,174149,36.50075470830143,1009.9911926107249,27.167195884252155
2025-02-21 15:30:51.478052,0,1,1,24.064765625,175965,36.46635550105097,1009.9941946931983,27.142136246159378
2025-02-21 15:30:52.490715,0,1,1,24.0673046875,176702,36.43780149777335,1009.9934104507828,27.148682639807397
2025-02-21 15:30:53.503422,0,1,1,24.0704296875,177819,36.41507010302578,1009.9970406032342,27.118380300404663
2025-02-21 15:30:54.516165,0,1,1,24.073359375,176517,36.403840744937206,1010.0003371836427,27.09086249712236
2025-02-21 15:30:55.529081,0,1,1,24.07609375,177445,36.38683399392965,1010.0015933057501,27.080377190021217
2025-02-21 15:30:56.541888,0,1,1,24.08,178194,36.36418675547688,1010.0014369873186,27.081682036124498
2025-02-21 15:30:57.554735,0,1,1,24.082734375,179140,36.37021488953495,1009.9992792383408,27.099693558699336
2025-02-21 15:30:58.567479,0,1,1,24.0860546875,178761,36.353269345407405,1010.0015359375601,27.080856062892586
2025-02-21 15:30:59.580252,0,1,1,24.0883984375,179904,36.33622908950995,1009.9935902247662,27.14718199214514
2025-02-21 15:31:00.593119,0,1,1,24.0907421875,180096,36.319190601014796,1009.9822305856751,27.242006014694347
2025-02-21 15:31:01.605660,0,1,1,24.0923046875,179712,36.31358858806625,1009.9848990005681,27.219731476439282
2025-02-21 15:31:02.616646,0,1,1,24.0950390625,179904,36.308102377143534,1009.9844479269232,27.22349680103559
2025-02-21 15:31:03.627615,0,1,1,24.09796875,180868,36.291124527317834,1009.9911581365817,27.16748365469652
2025-02-21 15:31:04.638590,0,1,1,24.1001171875,183026,36.28558119741032,1009.9879994152888,27.19385088838437
2025-02-21 15:31:05.649575,0,1,1,24.103046875,182039,36.28011507210997,1009.989588758692,27.18058393274046
2025-02-21 15:31:06.660792,0,1,1,24.1051953125,181647,36.28608201648794,1009.9898438822914,27.17845430425981
2025-02-21 15:31:07.673618,0,1,1,24.107734375,182432,36.2690677347446,1009.9924730519114,27.156507498717993
